HER (-5.9694698771745713, 'type_photo')
HER (-4.6090680348651238, 'type_photo has_url')
HER (-3.3018022971140262, 'astrotim')
HER (-3.2385497571300044, 'alma')
HER (-3.1998837034569085, 'ukube')
HER (-2.5635425290579072, 'few_sixltr type_photo')
HER (-2.5516755783911935, 'waveatsaturn')
HER (-2.527917653633716, 'investment')
HER (-2.5162130078876461, 'yearinspace')
HER (-2.378080440009851, 'nasa mars')
HER (-2.3440450092525809, 'missionx2013')
HER (-2.2517326809782956, 'transit')
HER (-2.2008852633640985, 'expedition')
HER (-2.186408785592012, 'curiosity')
HER (-2.1712272683633578, 'jpl')
HER (-2.0895495272039204, 'spot')
HER (-2.0825980374702091, 'risk_yes many_sixltr')
HER (-2.0821326822036643, 'footage')
HER (-2.0500978998871102, 'saturn')
HER (-2.0343715539371305, 'nasa grail')
HER (-2.0295811564404374, 'utc')
HER (-2.0202490783039178, 'cassini')
HER (-1.9337722502663219, 'titan')
HER (-1.911675108935778, 'uk')
HER (-1.8800019709075337, 'jupiter')
HER (-1.8660010376932783, 'nasa curiosity')
HER (-1.7736319628584389, 'canadian')
HER (-1.7689986519780101, 'eso astronomy')
HER (-1.7458811571178152, 'issue')
HER (-1.6898557191142274, 'spacecraft')
HER (-1.6796567888609915, 'class')
HER (-1.677756874186793, '2014')
HER (-1.6672976413930896, 'fit')
HER (-1.6639737614620063, 'hadfield')
HER (-1.6617722979169418, 'confirmed')
HER (-1.6325091020514486, 'jwst')
HER (-1.6204394140291905, 'called')
HER (-1.6176585193789899, 'chris hadfield')
HER (-1.6146731415764854, 'sunday')
HER (-1.6139248087370521, 'webb')
HER (-1.6110652590241175, 'morning')
HER (-1.6070802633405776, 'california')
HER (-1.6051390673317341, 'spaceport')
HER (-1.6029884842505455, 'chris')
HER (-1.6019960863090454, 'webb space')
HER (-1.5975299808635874, 'space telescope')
HER (-1.5921220765037265, 'photo')
HER (-1.5873378399317311, 'elt')
HER (-1.5868883287988149, 'nasa kepler')
HER (-1.5773408521908607, 'canadarm2')
HER (-1.5635239665280916, 'many_sixltr type_photo')
HER (-1.556746511768909, 'discovers')
HER (-1.5515770642405817, 'space')
HER (-1.5453785208242019, 'mission control')
HER (-1.5381823283975635, 'pi')
HER (-1.5312358633899739, 'swindon')
HER (-1.5250753314700143, 'type_photo has_hashtag')
HER (-1.5244534412541546, 'has_exclam type_photo')
HER (-1.5209943621692337, 'info')
HER (-1.5148236458689703, 'canadian space')
HER (-1.5119924008775969, 'nasa glenn')
HER (-1.5058973630486792, 'netspeak_yes type_photo')
HER (-1.5026365394516745, 'asteroid')
HER (-1.5002292377384654, 'arctic')
HER (-1.4897001546942723, 'opened')
HER (-1.4893132493056724, 'wise mission')
HER (-1.4861816583296328, 'alma observatory')
HER (-1.4816109526974, 'langley')
HER (-1.4747119559689117, 'bbc')
HER (-1.4730910601138607, 'robotics')
HER (-1.471801044380683, 'has_url alma')
HER (-1.4659950080012707, 'free')
HER (-1.4580274738495873, 'eso')
HER (-1.4575397151301137, 'completes')
HER (-1.4516909036299892, 'achieve_yes few_sixltr')
HER (-1.4514133594161331, 'sad_yes insight_yes')
HER (-1.4504706283122226, 'planets orbiting')
HER (-1.4417012129465812, 'picture')
HER (-1.4361544024777222, 'curiosity mars')
HER (-1.4352923466421459, 'soyuz')
HER (-1.4256532115125911, 'astronomers')
HER (-1.4187306304877449, 'think got')
HER (-1.4041680438121675, 'virginia')
HER (-1.3952388374121223, 'type_status touchdown')
HER (-1.3939695916942749, 'story')
HER (-1.3850953176446041, 'dead')
HER (-1.3827619888007692, 'led')
HER (-1.3795980649047355, 'has_url massive')
HER (-1.3723583484513542, 'da14')
HER (-1.3660545917876439, 'marks')
HER (-1.3652353013256995, 'infrared')
HER (-1.364014978043149, 'end')
HER (-1.3586166067955214, 'cassini10')
HER (-1.3459145535445964, 'eu')
HER (-1.3265197601216034, 'announces')
HER (-1.3253558749480929, 'images taken')
HER (-1.3153976227783077, 'powerful')
HER (-1.3114142729672464, 'growth')
HER (-1.2858352249539431, 'agree')
HER (-1.2800917470182487, 'shows')
LER (4.6506485697859148, 'type_status')
LER (4.5869846488835107, 'type_link')
LER (4.3207664348808672, 'ntrs')
LER (2.966667424715645, 'kepler')
LER (2.7984573364168632, 'has_exclam type_link')
LER (2.5270320717236974, 'sls')
LER (2.507057178175625, 'episode')
LER (2.3502540463118771, 'startalk')
LER (2.3497803664942531, 'type_link has_url')
LER (2.3032285625089539, 'nasa 360')
LER (2.2793565889445446, 'space place')
LER (2.2694809479025886, 'com')
LER (2.194204086496248, 'has_qmark type_status')
LER (2.1290616844550705, 'minutes')
LER (2.0944402678184968, 'has_qmark type_link')
LER (2.0541240099086107, 'forget')
LER (2.0325539576048897, 'type_status has_url')
LER (1.9998769272763341, 'link')
LER (1.9971775367768534, 'learn')
LER (1.9249540313292008, 'livestream')
LER (1.9198797103296243, '2016')
LER (1.8880720260562642, 'amazing')
LER (1.8283088596131656, 'log')
LER (1.8278253798061164, 'type_status has_hashtag')
LER (1.7849876483816642, 'landsat')
LER (1.7741391836902454, 'early spring')
LER (1.7696427386383882, 'rt')
LER (1.7671455834128365, 'guest')
LER (1.7448233928738903, 'read search')
LER (1.706518377687017, 'sharing')
LER (1.6985901746871468, 'spirit')
LER (1.6970370765108458, 'famelab')
LER (1.6558155878159491, 'enjoy')
LER (1.6539538866667642, 'united')
LER (1.6385983743973382, 'streaming')
LER (1.6187717972794831, 'naca')
LER (1.6187511997445032, 'start')
LER (1.6059493052260878, 'contest')
LER (1.5945700857734735, 'srrbot')
LER (1.594474506763967, 'jean')
LER (1.5838452968186862, 'check')
LER (1.5780518282133005, 'hangout')
LER (1.542167281144474, 'chuck')
LER (1.5407050469523627, 'check ntrs')
LER (1.5381714900544696, 'journey')
LER (1.5360486483168818, 'est')
LER (1.5272352200707273, 'documents')
LER (1.5247964545629926, 'site')
LER (1.5114449734937692, 'terrestrial')
LER (1.4970877413080665, '2011')
LER (1.4938621265774108, 'high_wps type_status')
LER (1.4916793541409774, 'read')
LER (1.4835718494417147, 'many_sixltr type_link')
LER (1.4769232502203593, 'nasasocial')
LER (1.4676210421871703, 'affiliation_yes few_sixltr')
LER (1.4663602477894391, 'nasa documents')
LER (1.4620473860599987, 'sure')
LER (1.4583661351811554, 'upcoming')
LER (1.4428630626234622, 'celestron')
LER (1.4361976109438543, 'review')
LER (1.4318036272670009, 'thank')
LER (1.4092916362607333, '2010')
LER (1.4071501937120643, 'tickets')
LER (1.4051386548363887, 'talks')
LER (1.3692995365007095, 'taking')
LER (1.3659609292166772, 'early')
LER (1.3657263501125574, 'is_authentic_no achieve_yes')
LER (1.3595198799213304, 'light')
LER (1.3494703518696316, 'clean')
LER (1.3298122609765894, 'is_authentic_yes many_sixltr')
LER (1.3295144805620478, 'feel_yes few_sixltr')
LER (1.3228472278497854, 'tell')
LER (1.3147800110690508, 'ops')
LER (1.3024153369479492, '360')
LER (1.3014594171012355, 'walker')
LER (1.3006339130437652, 'santa')
LER (1.2998129960678859, 'visit ntrs')
LER (1.2984020408078494, 'is_authentic_yes')
LER (1.2928393887016401, 'winner')
LER (1.2903342821939028, 'featured')
LER (1.2842878312896902, 'results')
LER (1.2823019790854144, 'cdt')
LER (1.2805435057415722, 'getcurious')
LER (1.2801219445852476, 'posemo_yes many_sixltr')
LER (1.2801169164156132, 'retweeted')
LER (1.2799578616816485, 'pack')
LER (1.2751303936431113, 'staff')
LER (1.2749431216692737, 'lroc')
LER (1.2675523390590022, 'explains')
LER (1.2675389634701806, 'fan')
LER (1.2608751783932701, 'talking')
LER (1.2473399323557226, 'assent_yes few_sixltr')
LER (1.2392805737557002, 'ladee')
LER (1.2340348828919858, 'board')
LER (1.2287106378096337, 'lyrids')
LER (1.2127812543876972, 'running')
LER (1.2125984675372301, 'journey log')
LER (1.2091994253970253, 'amazing image')
LER (1.2075012709671085, 'uk space')
LER (1.1911668657730559, 'join')
