HER (-1.8905058102455532, 'type_photo')
HER (-0.047139413099136031, 'has_hashtag')
LER (1.9293259059851047, 'type_status')
LER (1.9105716828908896, 'type_link')
LER (1.4472303628930143, 'type_event')
LER (0.94838043450358855, 'type_video')
LER (0.077128880955548401, 'has_url')
