21145917717_10151874867677718,1318,96,0.072837633
21145917717_10151873722792718,501,9,0.017964072
21145917717_10151872877637718,945,58,0.061375661
21145917717_10151871582962718,224,4,0.017857143
21145917717_10151871330597718,1158,28,0.02417962
21145917717_10151870953167718,657,7,0.01065449
21145917717_10151869528182718,217,7,0.032258065
21145917717_10151868887467718,678,13,0.019174041
21145917717_10151867312347718,1726,46,0.026651217
21145917717_10151867295252718,1613,79,0.048977061
21145917717_10151866985772718,642,12,0.018691589
21145917717_10151863885107718,372,10,0.02688172
21145917717_10151860636197718,1227,32,0.02607987
21145917717_10151859783827718,1009,26,0.025768087
21145917717_10151857817962718,1137,72,0.063324538
21145917717_10151856270552718,1202,38,0.031613977
21145917717_10151853771022718,568,7,0.012323944
21145917717_10151851910532718,1554,44,0.028314028
21145917717_10151851438182718,777,10,0.012870013
21145917717_10151849810997718,928,14,0.015086207
21145917717_10151845830297718,503,7,0.013916501
21145917717_10151845298682718,720,5,0.006944444
21145917717_10151843201982718,871,14,0.016073479
21145917717_10151841579007718,852,15,0.017605634
21145917717_10151841109722718,852,15,0.017605634
21145917717_10151838955167718,583,10,0.017152659
21145917717_10151836941167718,1167,20,0.017137961
21145917717_10151836568652718,968,24,0.024793388
21145917717_10151829799592718,608,3,0.004934211
21145917717_10151828501682718,354,3,0.008474576
21145917717_10151827788037718,777,8,0.01029601
21145917717_10151826164657718,782,10,0.012787724
21145917717_10151825771782718,1244,41,0.032958199
21145917717_10151823373677718,789,14,0.01774398
21145917717_10151821972227718,749,22,0.029372497
21145917717_10151821207442718,936,17,0.018162393
21145917717_10151814664602718,989,12,0.012133468
21145917717_562980267097621,1748,156,0.089244851
21145917717_10151812962427718,1173,13,0.011082694
21145917717_10151812433322718,728,10,0.013736264
21145917717_10151810810932718,1637,53,0.032376298
21145917717_10151810569762718,801,10,0.012484395
21145917717_10151808451507718,766,12,0.015665796
21145917717_10151807104702718,2012,60,0.029821074
21145917717_10151806239507718,693,6,0.008658009
21145917717_10151800910437718,869,15,0.01726122
21145917717_10151800308147718,983,22,0.022380468
21145917717_10151798282892718,1135,35,0.030837004
21145917717_10151796426957718,931,14,0.015037594
21145917717_10151796156197718,1070,18,0.01682243
21145917717_10151793817222718,705,10,0.014184397
21145917717_10151792096657718,790,10,0.012658228
21145917717_10151791575932718,662,7,0.010574018
21145917717_10151789859247718,896,13,0.014508929
21145917717_10151785766482718,1171,52,0.04440649
21145917717_10152156075042718,252,7,0.027777778
21145917717_10152155442507718,317,15,0.047318612
21145917717_10152153299032718,464,28,0.060344828
21145917717_10152147207447718,297,10,0.033670034
21145917717_10152145145217718,281,6,0.021352313
21145917717_10152142839487718,355,20,0.056338028
21145917717_10152142536757718,270,4,0.014814815
21145917717_10152140484877718,366,14,0.038251366
21145917717_10152138877732718,289,15,0.051903114
21145917717_10152138678062718,281,4,0.014234875
21145917717_10152138309132718,364,9,0.024725275
21145917717_10152135102662718,257,3,0.011673152
21145917717_10152132284412718,374,9,0.024064171
21145917717_10152131947437718,336,11,0.032738095
21145917717_10152129883647718,209,2,0.009569378
21145917717_10152128189552718,326,20,0.061349693
21145917717_10152127889277718,264,8,0.03030303
21145917717_10152125801177718,285,9,0.031578947
21145917717_10152123986437718,275,4,0.014545455
21145917717_10152123613897718,249,2,0.008032129
21145917717_10152121733782718,282,19,0.067375887
21145917717_10152117509002718,640,31,0.0484375
21145917717_10152117345277718,262,4,0.015267176
21145917717_10152117157842718,1152,87,0.075520833
21145917717_10152116672637718,261,2,0.007662835
21145917717_10152115614597718,296,23,0.077702703
21145917717_10152115023747718,311,11,0.035369775
21145917717_10152115002732718,305,35,0.114754098
21145917717_10152115002722718,1,6,6
21145917717_10152115002712718,99,8,0.080808081
21145917717_10152114310442718,329,14,0.042553191
21145917717_10152112566637718,277,5,0.018050542
21145917717_10152112206427718,326,13,0.039877301
21145917717_10152110800947718,329,9,0.027355623
21145917717_10152110578587718,302,13,0.043046358
21145917717_10152110062172718,271,4,0.014760148
21145917717_10152108871127718,459,18,0.039215686
21145917717_10152108180172718,288,5,0.017361111
21145917717_10152107739092718,328,11,0.033536585
21145917717_10152105713467718,316,9,0.028481013
21145917717_10152100813267718,363,21,0.05785124
21145917717_10152098895847718,9,1,0.111111111
21145917717_10152098393472718,304,9,0.029605263
21145917717_10152097124077718,11,2,0.181818182
21145917717_10152096474817718,2164,52,0.024029575
21145917717_10152096314582718,318,9,0.028301887
21145917717_10152094368707718,368,13,0.035326087
21145917717_10152093995917718,506,11,0.02173913
21145917717_10152092728472718,664,28,0.042168675
21145917717_10152092111477718,376,7,0.018617021
21145917717_10152089751292718,351,2,0.005698006
21145917717_10152088214942718,577,21,0.036395147
21145917717_10152085276267718,511,11,0.021526419
21145917717_10152084958577718,355,4,0.011267606
21145917717_10152082622437718,446,20,0.044843049
21145917717_10152080811467718,361,3,0.008310249
21145917717_10152080808182718,312,8,0.025641026
21145917717_10152080383697718,444,10,0.022522523
21145917717_10152077858947718,415,3,0.007228916
21145917717_10152075570962718,382,7,0.018324607
21145917717_10152075017782718,422,12,0.028436019
21145917717_10152069877097718,681,24,0.035242291
21145917717_10152066899467718,465,26,0.055913978
21145917717_10152066418312718,498,11,0.022088353
21145917717_10152064693462718,457,19,0.041575492
21145917717_10152064609112718,784,43,0.054846939
21145917717_10152064490832718,385,7,0.018181818
21145917717_10152063773222718,346,5,0.014450867
21145917717_10152063405172718,435,11,0.025287356
21145917717_10152061278627718,496,9,0.018145161
21145917717_10152060863482718,454,9,0.019823789
21145917717_10152058458817718,426,8,0.018779343
21145917717_10152056969822718,322,14,0.043478261
21145917717_10152056486057718,679,9,0.013254786
21145917717_10152056072832718,797,33,0.04140527
21145917717_10152054029827718,254,10,0.039370079
21145917717_10152053402222718,445,13,0.029213483
21145917717_10152049871712718,633,15,0.023696682
21145917717_10152049848602718,434,10,0.023041475
21145917717_10152049268017718,412,11,0.026699029
21145917717_10152048742507718,413,18,0.043583535
21145917717_10152046983607718,293,7,0.023890785
21145917717_10152046395282718,1896,119,0.062763713
21145917717_10152046027862718,450,23,0.051111111
21145917717_10152044412007718,908,26,0.028634361
21145917717_10152043981802718,393,15,0.038167939
21145917717_10152042059737718,517,13,0.025145068
21145917717_10152040458672718,600,25,0.041666667
21145917717_10152040129522718,592,31,0.052364865
21145917717_10152039187342718,349,6,0.017191977
21145917717_10152038644897718,489,10,0.020449898
21145917717_10152034086157718,6756,445,0.065867377
21145917717_10152033557762718,397,15,0.037783375
21145917717_10152029508217718,464,10,0.021551724
21145917717_10152026800062718,712,26,0.036516854
21145917717_10152025078982718,356,17,0.047752809
21145917717_10152024841162718,473,10,0.021141649
21145917717_10152023998287718,329,10,0.030395137
21145917717_10152021214777718,375,11,0.029333333
21145917717_10152019775397718,812,31,0.03817734
21145917717_10152019614597718,16,25,1.5625
21145917717_10152019614562718,207,47,0.22705314
21145917717_10152019614492718,19,32,1.684210526
21145917717_10152019614522718,291,50,0.171821306
21145917717_10152019614462718,748,77,0.102941176
21145917717_10152018913052718,446,9,0.020179372
21145917717_10152018453897718,410,9,0.02195122
21145917717_10152011216817718,645,15,0.023255814
21145917717_10152009146827718,468,10,0.021367521
21145917717_10152009139362718,424,17,0.04009434
21145917717_10152006399512718,306,7,0.022875817
21145917717_10152004639582718,371,8,0.021563342
21145917717_10152003924242718,345,17,0.049275362
21145917717_10152001527812718,355,7,0.01971831
21145917717_10151999080557718,570,16,0.028070175
21145917717_10151999079932718,362,13,0.035911602
21145917717_10151991789732718,339,11,0.032448378
21145917717_10151990047102718,745,21,0.028187919
21145917717_10151990004912718,1,12,12
21145917717_10151990004882718,1,11,11
21145917717_10151990004837718,243,17,0.069958848
21145917717_10151989652832718,466,13,0.027896996
21145917717_10151987975052718,432,7,0.016203704
21145917717_10151987544622718,562,12,0.021352313
21145917717_10151985549607718,359,8,0.022284123
21145917717_10151983694432718,472,9,0.019067797
21145917717_10151983348207718,753,15,0.019920319
21145917717_10151977116587718,220,8,0.036363636
21145917717_10151977097247718,396,12,0.03030303
21145917717_10151976647662718,381,7,0.018372703
21145917717_10151974802232718,444,16,0.036036036
21145917717_10151973739902718,776,23,0.029639175
21145917717_10151973181982718,513,12,0.023391813
21145917717_10151972838102718,442,17,0.038461538
21145917717_10151970941992718,411,7,0.01703163
21145917717_10151969808722718,212,3,0.014150943
21145917717_10151969485367718,432,9,0.020833333
21145917717_10151968988532718,1707,148,0.086701816
21145917717_10151963168567718,513,12,0.023391813
21145917717_10151961320337718,578,18,0.031141869
21145917717_10151707896003037,358,5,0.01396648
21145917717_10151707380598037,718,21,0.029247911
21145917717_10151957634462718,537,12,0.022346369
21145917717_10151955932362718,496,8,0.016129032
21145917717_10151955581562718,445,8,0.017977528
21145917717_10151951854427718,383,7,0.018276762
21145917717_10151950396707718,736,33,0.044836957
21145917717_10151950389302718,235,6,0.025531915
21145917717_10151950136317718,585,34,0.058119658
21145917717_10151949771392718,367,7,0.019073569
21145917717_10151947866992718,609,23,0.037766831
21145917717_10151946669712718,684,54,0.078947368
21145917717_10151946440587718,449,12,0.026726058
21145917717_10151945807457718,398,10,0.025125628
21145917717_10151944840017718,583,11,0.018867925
21145917717_10151943488252718,602,16,0.026578073
21145917717_10151941766852718,411,3,0.00729927
21145917717_10151941334857718,420,14,0.033333333
21145917717_10151935314702718,493,11,0.022312373
21145917717_10151933405132718,622,16,0.025723473
21145917717_10151933404832718,380,9,0.023684211
21145917717_10151932191117718,267,11,0.041198502
21145917717_10151931763622718,342,18,0.052631579
21145917717_10151931618567718,717,6,0.008368201
21145917717_10151931255602718,704,17,0.024147727
21145917717_10151929183022718,568,4,0.007042254
21145917717_10151927651272718,286,15,0.052447552
21145917717_10151927571762718,798,13,0.016290727
21145917717_10151927089997718,511,7,0.01369863
21145917717_10151925193822718,810,20,0.024691358
21145917717_10151921542562718,554,6,0.010830325
21145917717_10151921139062718,557,8,0.014362657
21145917717_10151917046837718,794,17,0.021410579
21145917717_10151915176352718,808,18,0.022277228
21145917717_10151914478087718,598,11,0.018394649
21145917717_10151913197062718,891,19,0.021324355
21145917717_10151913042227718,259,15,0.057915058
21145917717_10151912374512718,520,6,0.011538462
21145917717_10151910704727718,701,18,0.025677603
21145917717_10151910396757718,754,16,0.021220159
21145917717_10151904861477718,315,15,0.047619048
21145917717_10151903974897718,675,11,0.016296296
21145917717_10151902830702718,205,8,0.03902439
21145917717_10151902818292718,759,56,0.073781291
21145917717_10151902080487718,819,27,0.032967033
21145917717_10151900742477718,870,18,0.020689655
21145917717_10151900240132718,928,27,0.029094828
21145917717_10151899129827718,1031,33,0.032007759
21145917717_10151897967732718,572,10,0.017482517
21145917717_10151895548002718,537,15,0.027932961
21145917717_10151893443682718,583,12,0.02058319
21145917717_10151889681562718,369,8,0.021680217
21145917717_10151889076252718,719,18,0.025034771
21145917717_10151887230237718,577,7,0.012131716
21145917717_10151885380632718,827,18,0.021765417
21145917717_10151884781047718,480,4,0.008333333
21145917717_10151883167957718,282,6,0.021276596
21145917717_10151882743577718,572,9,0.015734266
21145917717_10151881472482718,428,20,0.046728972
21145917717_10151881120542718,599,8,0.013355593
21145917717_10151880611472718,423,4,0.009456265
21145917717_10151878833522718,767,25,0.032594524
21145917717_10151878782177718,708,12,0.016949153
21145917717_10152419988542718,582,24,0.041237113
21145917717_10152417657187718,511,11,0.021526419
21145917717_10152415345892718,620,16,0.025806452
21145917717_10152410172877718,650,12,0.018461538
21145917717_10152405327757718,699,23,0.032904149
21145917717_10152399918822718,11928,345,0.028923541
21145917717_10152397164047718,813,29,0.035670357
21145917717_10152387925252718,1072,67,0.0625
21145917717_10152387376877718,667,22,0.032983508
21145917717_10152387229037718,674,17,0.025222552
21145917717_10152385409382718,919,49,0.053318825
21145917717_10152384925862718,661,23,0.034795764
21145917717_10152384863717718,6038,136,0.022524015
21145917717_10152382520972718,639,15,0.023474178
21145917717_10152380842547718,6740,293,0.04347181
21145917717_10152380453462718,493,12,0.024340771
21145917717_10152375986572718,808,42,0.051980198
21145917717_10152373857552718,527,9,0.017077799
21145917717_10152373434052718,11924,255,0.021385441
21145917717_10152373235202718,933,53,0.056806002
21145917717_10152371512197718,683,29,0.042459736
21145917717_10152371193437718,445,12,0.026966292
21145917717_10152371002427718,400,5,0.0125
21145917717_10152369701687718,957,55,0.057471264
21145917717_10152369470872718,436,8,0.018348624
21145917717_10152367511082718,715,37,0.051748252
21145917717_10152367310657718,420,13,0.030952381
21145917717_10152365090027718,352,7,0.019886364
21145917717_10152359624562718,399,8,0.020050125
21145917717_10152359274637718,488,11,0.022540984
21145917717_10152359109627718,16976,161,0.009483977
21145917717_10152358763277718,370,7,0.018918919
21145917717_10152357471927718,349,5,0.014326648
21145917717_10152357455672718,373,52,0.139410188
21145917717_10152356932407718,303,6,0.01980198
21145917717_10152307113159183,337,8,0.023738872
21145917717_10151940223096831,23584,179,0.007589891
21145917717_10152305157714183,298,11,0.036912752
21145917717_10152303311184183,280,4,0.014285714
21145917717_10152302859869183,329,8,0.024316109
21145917717_10151944167817653,380,15,0.039473684
21145917717_1439225172986565,36896,273,0.007399176
21145917717_10152293648894183,538,22,0.040892193
21145917717_10151930519686831,431,14,0.032482599
21145917717_10152291530729183,754,41,0.054376658
21145917717_10152040230183037,478,15,0.031380753
21145917717_10152335676737718,558,29,0.051971326
21145917717_10152039831898037,480,20,0.041666667
21145917717_782176205145530,353,14,0.039660057
21145917717_10152033645653037,464,39,0.084051724
21145917717_10152031526233037,374,10,0.026737968
21145917717_10151919055466831,356,7,0.019662921
21145917717_10152030046238037,310,6,0.019354839
21145917717_10152029722948037,366,17,0.046448087
21145917717_10152028007813037,341,13,0.038123167
21145917717_10152026856873037,591,23,0.03891709
21145917717_10152026182918037,426,12,0.028169014
21145917717_10151909918591831,362,4,0.011049724
21145917717_10152021301148037,341,10,0.029325513
21145917717_787053407995031,420,8,0.019047619
21145917717_787052477995124,253,1,0.003952569
21145917717_787052047995167,220,3,0.013636364
21145917717_10152312597817718,358,73,0.203910615
21145917717_10152312597807718,31,17,0.548387097
21145917717_10152312597792718,35,15,0.428571429
21145917717_10152019556388037,473,16,0.033826638
21145917717_10152018571168037,425,9,0.021176471
21145917717_10152017890443037,429,16,0.037296037
21145917717_10151904461766831,449,11,0.024498886
21145917717_10152308027422718,322,14,0.043478261
21145917717_10152307955667718,516,29,0.05620155
21145917717_10152016255998037,411,11,0.02676399
21145917717_10152014910983037,384,11,0.028645833
21145917717_10152014613013037,583,15,0.025728988
21145917717_10152009467703037,356,4,0.011235955
21145917717_10152007612153037,438,15,0.034246575
21145917717_10152006258668037,393,10,0.025445293
21145917717_10152005754198037,413,6,0.014527845
21145917717_10151892201136831,577,18,0.031195841
21145917717_10152003949323037,402,21,0.052238806
21145917717_10151890681166831,398,11,0.027638191
21145917717_10152002423993037,504,9,0.017857143
21145917717_10152002146908037,409,7,0.017114914
21145917717_10151996342848037,455,7,0.015384615
