barackobama,2016-07-02T15:03:02+0000,49164271,6815841748_10153973163246749,53108,6107,4642,video,"To all our brave men and women in uniform: you represent the best of who we are as a nation. On this day and every day  we thank you." —President Obama  Watch the weekly address.
barackobama,2016-07-01T19:34:27+0000,49156211,6815841748_10153971621811749,73474,5424,2908,link,Since Obamacare passed  experts are projecting significantly lower spending on health care than they originally expected—all while reducing the uninsured rate.
barackobama,2016-07-01T16:23:44+0000,49156211,6815841748_10153971310936749,16538,1403,1746,photo,The vast majority of Americans agree: It's time for Congress to do something.
barackobama,2016-07-01T02:33:50+0000,49156211,6815841748_10153970265771749,63118,1860,1931,link,LAST CALL: Make your move before the fundraising deadline—chip in now.
barackobama,2016-06-30T20:02:54+0000,49145671,6815841748_10153969669486749,21863,1036,1844,link,We can't accept our country's current level of gun violence as normal. We need to keep pushing for Congress to do something about it.
barackobama,2016-06-30T15:42:45+0000,49145671,6815841748_10153969315331749,14573,620,923,link,It's the final stretch of OFA's fundraising deadline—can you chip in?
barackobama,2016-06-29T21:30:42+0000,49136081,6815841748_10153967658471749,16011,1497,1683,photo,Today  Canada and Mexico join the United States in an ambitious commitment to cut pollution and build a more efficient and sustainable continent.
barackobama,2016-06-28T19:47:48+0000,49128897,6815841748_10153965076211749,32485,1499,1878,link,We can't let partisan politics extend to the Supreme Court. It's time to give Judge Merrick Garland the basic courtesy of a hearing and an up-or-down vote.
barackobama,2016-06-28T15:56:10+0000,49128897,6815841748_10153964627356749,16756,1956,1479,photo,Eight justices isn't enough.
barackobama,2016-06-27T21:24:29+0000,49121985,6815841748_10153962997181749,62267,2307,2568,link,You can help drive this movement forward.
barackobama,2016-06-27T19:37:05+0000,49121985,6815841748_10153962762621749,23324,1460,1363,link,"The arc of our history is clear—it’s an arc of progress." —President Obama
barackobama,2016-06-27T16:28:41+0000,49121985,6815841748_10153962467646749,99840,5428,2037,link,This is a win for women's reproductive rights.
barackobama,2016-06-26T21:19:49+0000,49112125,6815841748_10153960693736749,96879,6081,2885,photo,Celebrate the progress we've made together—and recommit to the fight for full equality for LGBT Americans.
barackobama,2016-06-26T18:01:51+0000,49112125,6815841748_10153960311656749,18898,706,1049,link,We've made big strides toward equality  but the work to end discrimination against the LGBT community isn't over. http://ofa.bo/vbV
barackobama,2016-06-26T13:39:17+0000,49112125,6815841748_10153959836381749,240300,33708,3181,link,One year ago today  the Supreme Court made our country a little more equal for millions of Americans.
barackobama,2016-06-25T17:41:13+0000,49103760,6815841748_10153957977476749,23714,2625,1604,video,"One year ago this weekend  we lit the White House in every color—because in every state in America  you’re now free to marry the person you love. There’s still work to do. As we saw two weeks ago in Orlando  the LGBT community still faces real discrimination  real violence  real hate. So we can’t rest. We’ve got to keep pushing for equality and acceptance and tolerance." —President Obama  Watch the weekly address.
barackobama,2016-06-24T19:58:56+0000,49092224,6815841748_10153955903991749,10104,1809,1544,photo,Senate leaders' refusal to do their jobs is affecting our entire judicial system. This obstruction is unacceptable.
barackobama,2016-06-24T15:17:12+0000,49092224,6815841748_10153955339701749,40043,1658,2660,link,Enough is enough. Demand common-sense legislation from Congress. http://ofa.bo/d65U
barackobama,2016-06-23T22:04:43+0000,49081364,6815841748_10153953323406749,103797,8850,5367,photo,Enough is enough. We need Congress to serve the American people and pass common-sense gun legislation.
barackobama,2016-06-23T18:16:23+0000,49081364,6815841748_10153952887406749,15231,722,1517,link,The fight for immigration reform needs your voice—and long-term solutions from Congress to strengthen American communities. http://ofa.bo/jAGj
barackobama,2016-06-21T20:06:44+0000,49059784,6815841748_10153948318731749,24163,1179,1910,link,This is the only planet we've got  and we have to do everything we can to protect it—including action to fight climate change.
barackobama,2016-06-20T16:34:07+0000,49044018,6815841748_10153945679056749,56993,2564,2918,link,This weekend  President Obama explored Yosemite National Park with National Geographic and discussed the importance of fighting climate change.
barackobama,2016-06-19T16:51:50+0000,49020003,6815841748_10153943371416749,915185,31691,28986,photo,To all the dads out there  thanks for all you do. Happy Father's Day.
barackobama,2016-06-18T23:31:32+0000,49011640,6815841748_10153941646466749,80435,8823,5538,video,"If we’re going to raise our kids in a safer  more loving world  we need to speak up for it. We need our kids to hear us speak up about the risks guns pose to our communities  and against a status quo that doesn’t make sense."  —President Obama  Watch the weekly address.
barackobama,2016-06-17T19:17:19+0000,49003060,6815841748_10153938714396749,41756,2575,4059,video,People across the world came together this week to show solidarity with the LGBT community. http://ofa.bo/e63m
barackobama,2016-06-13T16:51:11+0000,48953557,6815841748_10153929526911749,106127,20831,9981,photo,#OrlandoUnited
barackobama,2016-06-10T22:12:36+0000,48917451,6815841748_10153923250271749,31333,1671,5251,link,We've made so much progress together in the last eight years  but there's still work to do to end discrimination against the LGBT community. http://ofa.bo/vaG
barackobama,2016-06-08T21:29:17+0000,48891510,6815841748_10153918350771749,58675,6043,4754,photo,This month  we stand with the LGBT community and all who believe in true equality.
barackobama,2016-06-06T15:57:26+0000,48871634,6815841748_10153913054556749,31153,1570,1504,link,We can't let partisan politics extend to the Supreme Court. It's time to give Judge Merrick Garland the basic courtesy of a hearing and an up-or-down vote. http://ofa.bo/waE
barackobama,2016-06-03T20:08:36+0000,48841459,6815841748_10153907282231749,28288,3364,3708,photo,Because Senate leaders refuse to do their jobs  the Supreme Court can't fully do its job. It's time for a fair hearing for Judge Merrick Garland.
barackobama,2016-06-03T16:37:28+0000,48841459,6815841748_10153907003116749,20992,1010,1422,link,"[I] chose a career in law. Specifically a career devoted to building the kind of faith in the rule of law that civil society depends on." Watch Judge Garland talk about his life in public service. http://ofa.bo/d62F
