HER (-1.5520120627910281, 'type_photo')
HER (-0.48463970587837407, 'type_video')
HER (-0.087541420461150515, 'has_url')
LER (1.438280318465526, 'type_event')
LER (1.2052983027241371, 'type_link')
LER (1.1443473965647846, 'type_status')
LER (0.98431865463788337, 'type_note')
