(-3.8655376230654057, 'type_photo')
(-2.6106600317439868, 'has_qmark type_photo')
(-1.8106260922573427, 'type_photo has_hashtag has_url')
(-1.7728272585930553, 'type_photo has_url')
(-1.6060033740419721, 'high_wps type_photo')
(-1.2185173597009669, 'many_sixltr high_wps type_photo')
(-1.1586729722664686, 'few_sixltr type_photo')
(-1.1039707085193124, 'power_yes has_exclam type_link')
(-1.0077403775316669, 'affiliation_yes type_photo')
(-0.97552002778117575, 'netspeak_yes many_sixltr type_photo')
(-0.94129255444756121, 'low_wps type_photo has_url')
(-0.91128400347086214, 'affiliation_yes achieve_yes many_sixltr')
(-0.89393414563042717, 'reward_yes netspeak_yes type_photo')
(-0.85732156357717826, 'power_yes high_wps type_photo')
(-0.85353553230561219, 'low_wps type_photo')
(-0.84955710556569886, 'achieve_yes power_yes many_sixltr')
(-0.83393736441059674, 'is_clout_no')
(-0.82308682941316536, 'has_hashtag has_url')
(-0.81653304041062158, 'has_exclam type_photo')
(-0.81650550509800168, 'is_authentic_yes affiliation_yes achieve_yes')
(-0.80822745984934063, 'high_wps has_qmark type_photo')
(-0.79601963331337078, 'reward_yes high_wps type_photo')
(-0.79598301902370872, 'high_wps has_exclam type_photo')
(-0.79433551419596937, 'has_exclam type_photo has_url')
(-0.79316181608041103, 'few_sixltr low_wps type_photo')
(-0.79075461851094553, 'affiliation_yes reward_yes few_sixltr')
(-0.7792570643725204, 'netspeak_yes type_photo')
(-0.77365959889774061, 'many_sixltr type_photo has_url')
(-0.762380326517485, 'power_yes has_exclam')
(-0.75228207802386449, 'posemo_yes reward_yes')
(-0.7501755294933018, 'netspeak_yes type_photo has_url')
(-0.74479196651981849, 'posemo_yes many_sixltr')
(-0.73681740559543618, 'certain_yes')
(-0.73458468354244444, 'posemo_yes many_sixltr low_wps')
(-0.72271288264009392, 'netspeak_yes high_wps type_photo')
(-0.71429968075542538, 'many_sixltr has_exclam has_qmark')
(-0.71328155430249407, 'is_authentic_yes posemo_yes cause_yes')
(-0.70508774877909375, 'low_wps has_qmark type_photo')
(-0.70472800921168166, 'discrep_yes see_yes affiliation_yes')
(-0.70462685107214129, 'achieve_yes power_yes type_photo')
(-0.69395436342661931, 'reward_yes many_sixltr high_wps')
(-0.69070119073598624, 'see_yes affiliation_yes has_exclam')
(-0.67993342626133679, 'many_sixltr type_photo')
(-0.67800850038400684, 'is_analytic_yes is_authentic_yes many_sixltr')
(-0.67322965147035996, 'insight_yes many_sixltr low_wps')
(-0.67317927027976532, 'is_analytic_no is_authentic_yes tentat_yes')
(-0.67019130529887128, 'posemo_yes reward_yes has_exclam')
(-0.66826104263905728, 'has_url')
(-0.66356280637889664, 'few_sixltr has_qmark type_photo')
(-0.66259584249428738, 'affiliation_yes few_sixltr type_photo')
(-0.66247031060107353, 'insight_yes cause_yes tentat_yes')
(-0.65751451973233566, 'achieve_yes many_sixltr has_exclam')
(-0.653032074849489, 'cause_yes low_wps')
(-0.64573727250365764, 'power_yes high_wps')
(-0.63725051580660197, 'differ_yes achieve_yes reward_yes')
(-0.63388912124102548, 'tentat_yes certain_yes see_yes')
(-0.62996386342155053, 'affiliation_yes has_exclam type_link')
(-0.62497971962659626, 'reward_yes type_photo')
(-0.61803115732846159, 'posemo_yes')
(-0.61753553429973462, 'power_yes has_qmark type_photo')
(-0.61743145065940575, 'is_clout_no posemo_yes')
(-0.61350829009970897, 'reward_yes has_qmark type_photo')
(-0.60463096077184764, 'is_clout_yes insight_yes see_yes')
(-0.59955713048091097, 'is_authentic_no posemo_yes tentat_yes')
(-0.59345180882821236, 'type_video has_hashtag')
(-0.58612540903928778, 'power_yes high_wps has_exclam')
(-0.58028483082801363, 'is_analytic_yes is_clout_yes is_authentic_yes')
(-0.58019193480618447, 'affiliation_yes few_sixltr low_wps')
(-0.57814354989467043, 'is_clout_no is_authentic_yes')
(-0.57427354566394095, 'differ_yes assent_yes')
(-0.57427354566394095, 'tentat_yes differ_yes assent_yes')
(-0.57331065388449742, 'is_analytic_no posemo_yes')
(-0.57025592739355246, 'has_exclam type_video has_hashtag')
(-0.56703576173216974, 'power_yes reward_yes netspeak_yes')
(-0.56019286005987179, 'is_authentic_no tentat_yes')
(-0.55698761536999697, 'affiliation_yes achieve_yes power_yes')
(-0.55637285441638507, 'is_analytic_yes')
(-0.55585156700952931, 'is_analytic_yes discrep_yes')
(-0.55520397612332406, 'has_exclam type_photo has_hashtag')
(-0.5542602924334965, 'affiliation_yes has_exclam')
(-0.55304374395060607, 'affiliation_yes low_wps')
(-0.5504879884449515, 'affiliation_yes has_qmark type_photo')
(-0.54782915999040604, 'see_yes assent_yes')
(-0.5429718402854331, 'see_yes low_wps has_exclam')
(-0.53995693037004422, 'is_analytic_no is_clout_yes discrep_yes')
(-0.52500681976429087, 'achieve_yes type_photo')
(-0.52494960203234664, 'is_authentic_yes certain_yes low_wps')
(-0.52414866759618595, 'posemo_yes affiliation_yes has_exclam')
(-0.52221399050175221, 'reward_yes has_exclam type_link')
(-0.52088018992835794, 'is_analytic_yes few_sixltr')
(-0.51891546647986597, 'is_authentic_no tentat_yes affiliation_yes')
(-0.5180167338187377, 'reward_yes many_sixltr has_exclam')
(-0.51716324938640956, 'insight_yes cause_yes feel_yes')
(-0.51701673836612738, 'certain_yes feel_yes affiliation_yes')
(-0.51517778071467513, 'cause_yes low_wps type_photo')
(-0.51071157964419811, 'netspeak_yes type_video')
(-0.50927561387091524, 'type_video has_hashtag has_url')
(-0.50447908090496629, 'hear_yes type_photo')
(-0.50242794503000254, 'cause_yes feel_yes')
(-0.50199559440135755, 'achieve_yes power_yes netspeak_yes')
(-0.49996552795753368, 'cause_yes hear_yes')
(-0.49897963145320362, 'power_yes netspeak_yes type_video')
(-0.49695261512623967, 'posemo_yes cause_yes certain_yes')
(-0.49498420500647428, 'hear_yes affiliation_yes netspeak_yes')
(-0.49449216119739037, 'insight_yes tentat_yes see_yes')
(-0.49425865573837358, 'tentat_yes low_wps')
(-0.49388774872272312, 'see_yes affiliation_yes reward_yes')
(-0.4921612594535838, 'see_yes achieve_yes power_yes')
(-0.49133285220909334, 'achieve_yes many_sixltr')
(-0.49084682897755205, 'see_yes achieve_yes many_sixltr')
(-0.48951439293770171, 'hear_yes few_sixltr low_wps')
(-0.48847342712721598, 'tentat_yes see_yes many_sixltr')
(-0.48788931802745988, 'differ_yes see_yes hear_yes')
