HER (-0.97004205135289279, 'type_photo')
HER (-0.39493582761148016, 'has_hashtag')
HER (-0.28320734440976747, 'has_url')
LER (3.6410624188843377, 'type_status')
LER (1.4299714524872802, 'type_link')
