HER (-7.4755281947190628, 'bmw')
HER (-6.0452607533753007, 'siemens')
HER (-5.2109963142464455, 'ikea')
HER (-4.915616691906993, 'disneyland')
HER (-4.2453305551174818, 'lego')
HER (-4.1148363709920774, 'disney')
HER (-3.4324657920082871, 'kitchen')
HER (-3.3275589544210114, 'prada')
HER (-2.9825820546615551, 'happy')
HER (-2.9131592225400387, 'galaxy')
HER (-2.8819100041316839, 'mercedes')
HER (-2.8730289130027185, 'power')
HER (-2.8347311282911871, 'magical')
HER (-2.7721158085657418, 'favorite')
HER (-2.6759313507363047, 'burberry')
HER (-2.6751896611302306, 'hp')
HER (-2.6348651255799203, 'mickey')
HER (-2.5996794539665729, 'ultrabook')
HER (-2.5435865700054294, 'design')
HER (-2.5414580304586081, 'space')
HER (-2.5092500914610527, 'instagram')
HER (-2.3850627665287885, 'tablet')
HER (-2.3027030340623713, 'fall')
HER (-2.2573998649775748, 'coup')
HER (-2.2129826095219847, 'halloween')
HER (-2.1940107091785386, 'samsung')
HER (-2.0910364395416079, 'ready')
HER (-2.0877578306477447, 'new')
HER (-2.0664376159633364, 'amg')
HER (-2.0584405713477518, 'pictureoftheweek')
HER (-2.0539581906762745, 'courtesy')
HER (-2.0154938679687646, 'create')
HER (-1.9824880564540568, 'wind')
HER (-1.9087304636737406, 'school')
HER (-1.8901664748912814, '2014')
HER (-1.8801648387332059, 'star')
HER (-1.8377888374298192, 'ideas')
HER (-1.7891213172201701, 'takes')
HER (-1.7750037368696205, 'creativity')
HER (-1.7594183249413591, 'inside')
HER (-1.7389039698193425, 'shave')
HER (-1.7299608482273894, 'manufacturing')
HER (-1.7285799524573346, 'gillette')
HER (-1.724333551126618, 'benz')
HER (-1.724333551126618, 'mercedes benz')
HER (-1.6592246211260062, 'celebrating')
HER (-1.6583517038628515, 'supercross')
HER (-1.6537445419734478, 'storage')
HER (-1.6457749660180276, '2015')
HER (-1.6438841675721354, 'sproutbyhp')
HER (-1.6314217951953076, 'pictures')
HER (-1.627520625786393, 'sharejoy')
HER (-1.6128774489867184, '2013')
HER (-1.6107759477955317, 'share')
HER (-1.603198883860576, '2in1')
HER (-1.5988507343960039, 'discover')
HER (-1.5987157163363976, 'coffee')
HER (-1.5966041442508148, 'technology')
HER (-1.5944961570019436, 'sight')
HER (-1.5868549254149922, 'aboard')
HER (-1.5781755023744504, 'ikea store')
HER (-1.5764031519362403, 'holidays')
HER (-1.5759316560605969, 'friends')
HER (-1.5746496949512547, 'plant')
HER (-1.5743364184507, 'cozy')
