(-5.837746985343153, 'levi')
(-5.8580403998440289, 'pepsi')
(-5.9288839110801295, 'win')
(-5.986031465887347, 'store')
(-5.9901259509110858, 'day')
(-6.0053525354257058, 'red')
(-6.0657333418416552, 'look')
(-6.0858193402348881, 'check')
(-6.0900836745346556, 'max')
(-6.1120243778644063, 'new')
(-6.1221581952097557, 'best')
(-6.1308302024013672, 'weekend')
(-6.2344534166350378, 'favourite')
(-6.2484080010926082, 'australia')
(-6.2534310864537019, 'liveinlevis')
(-6.2604399574611858, 'pringles')
(-6.2608803565261582, 'like')
(-6.2741310446284198, 'com')
(-6.2836364412454753, 'make')
(-6.2889124517417319, 'red bull')
(-6.2889124517417319, 'bull')
(-6.3104048328674658, 'week')
(-6.3162601037306096, 'love')
(-6.3757143733652804, 'today')
(-6.3806836362489623, 'pepsi max')
(-6.4108782119019381, 'think')
(-6.4170775335638091, 'world')
(-6.4366421499455484, 'summer')
(-6.5203318486815132, 'want')
(-6.5279086654172396, 'music')
(-6.5359287316808974, 'perfect')
(-6.5589060279271125, 'got')
(-6.5727844980478913, 'year')
(-6.5991879642003983, 'know')
(-6.6045495244250372, 'live')
(-6.6087116183143255, 'shop')
(-6.6430265480548139, 'flavour')
(-6.6451413570402424, 'melbourne')
(-6.6484187616110688, 'game')
(-6.6691270086825893, 'team')
(-6.6889564348735355, 'chance')
(-6.6987911265440268, 'ibm')
(-6.7103663800158309, 'free')
(-6.7272830876704957, 'mates')
(-6.7631719788883151, 'night')
(-6.7781203885227468, 'video')
(-6.7891005146929775, 'fun')
(-6.7994183687500502, 'australian')
(-6.810924467821569, 'paris')
(-6.8170547840814617, 'friday')
(-6.8253065544465876, 'let')
(-6.8281064684956867, 'awesome')
(-6.8366197227552092, 'winners')
(-6.8369808480272463, 'season')
(-6.8371877561455063, 'al')
(-6.8411812241508727, 'sydney')
(-6.8492723789473651, 'festival')
(-6.8503496092394043, 'au')
(-6.8513315941204045, 'enter')
(-6.8696270382676232, 'watch')
(-6.8724696726348773, 'skittles')
(-6.8914654657136101, 'winner')
(-6.9046018858776232, 'help')
(-6.9128046001184487, 'crew')
(-6.9171068722509661, 'come')
(-6.9229023931346862, 'going')
(-6.9374337155523449, 'head')
(-6.9374480545694581, 'hair')
(-6.9390142688706398, 'denim')
(-6.939058477152054, 'great')
(-6.9507530542416642, 'refresh')
(-6.9746625241973756, 'style')
(-6.9761013415495396, 'collection')
(-6.9761536903784318, '10')
(-6.9831615281940866, 'nutella')
(-6.9962882780978521, 'stay')
(-6.9989435340003654, 'com au')
(-7.0116757230457818, '2016')
(-7.0185703577306775, 'chance win')
(-7.0187647875169503, 'ready')
(-7.0228322509128089, 'life')
(-7.023788004724234, 'al paris')
(-7.0351112332539882, 'visit')
(-7.0387635460698119, 'pop')
(-7.0430727768497929, 'way')
(-7.0461897307442687, 'need')
(-7.0517845536478028, 'looks')
(-7.0566868186710856, 'fashion')
(-7.0634358970795299, 'intel')
(-7.0653144350685091, 'tonight')
(-7.0659128309032084, 'looking')
(-7.0770647665958357, 'pick')
(-7.0811869509496841, 'beauty')
(-7.0824922978766693, 'ultimate')
(-7.0864662962712615, 'better')
(-7.09499007022659, 'big')
(-7.0954043575622805, 'good')
(-7.1016329202015509, 'thanks')
(-7.1019724396615658, 'ride')
(-7.1092652777603877, 'challenge')
(-7.1113820167779913, 'join')
(-7.1361464760328079, 'latest')
(-7.1461798909726948, 'colour')
(-7.1482390138376406, 'details')
(-7.1493053839692955, 'tomorrow')
(-7.150365891394733, 'skin')
(-7.1687938880955748, 'action')
(-7.1744536420701364, 'say')
(-7.1842094782668742, 'gift')
(-7.1845308555164245, 'open')
(-7.1947788082698043, 'party')
(-7.1956831948173399, 'follow')
(-7.2025030314545653, 'hit')
(-7.2142704289962527, 'kfc')
(-7.2225728831204901, 'classic')
(-7.225093229464397, 'morning')
(-7.2258260466746869, 'games')
(-7.2262414144272844, 'movie')
(-7.230046570657878, 'right')
(-7.2330128922835417, 'click')
(-7.2347277884259942, 'start')
(-7.2359133583160826, 'congratulations')
(-7.2370627517299333, '12')
(-7.2385029292536487, 'levis')
(-7.2406999412858015, '250')
(-7.2414987643967663, 'days')
(-7.2419892394827734, 'tell')
(-7.2441672672966968, 'work')
(-7.2518606727245158, 'app')
(-7.2579394926598697, 'prize')
(-7.2637166296687798, 'breakfast')
(-7.2677460638586382, 'grab')
(-7.2738314035079874, 'people')
(-7.2739444771690831, 'dota')
(-7.27614697491929, 'pepsi max crew')
(-7.27614697491929, 'max crew')
(-7.2853852485733679, 'long')
(-7.2861959067173432, 'car')
(-7.3019896072236863, 'man')
(-7.3026108436163, 'learn')
(-7.3044693806904393, 'holiday')
(-7.310175056605738, 'beach')
(-7.3102264932556373, 'saturday')
(-7.3138169428894191, 'home')
(-7.3244302456058001, 'gs')
(-7.3256286701246491, 'getting')
(-7.3286015401787523, 'play')
(-7.3346368947800116, 'support')
(-7.3347685442136772, 'tuned')
(-7.3347685442136772, 'stay tuned')
(-7.3370899349399545, 'special')
(-7.3455063671814145, 'office')
(-7.3470798131924919, 'exclusive')
(-7.3472787531967994, 'cannes')
(-7.3493839392151408, 'tv')
(-7.3506350927613155, 'hey')
(-7.3532635502964006, 'fans')
(-7.3557617208370623, 'stores')
(-7.35699475116306, 'spring')
(-7.3623690085071027, 'win gs')
(-7.3637021957075319, 'available')
(-7.3647694883750736, 'cards')
(-7.3683033643692077, 'comp')
(-7.3758361116556017, 'outfit')
(-7.3770894091946113, 'left')
