HER,type_photo,2827
LER,type_link,2125
LER,type_status,861
HER,see_yes,2303
HER,has_url,2678
HER,netspeak_yes,2771
HER,affiliation_yes,1571
HER,insight_yes,1611
LER,has_exclam,1138
HER,power_yes,1497
LER,is_authentic_yes,972
HER,high_wps,965
LER,has_hashtag,836
LER,is_clout_yes,1073
HER,posemo_yes,1867
LER,few_sixltr,957
HER,achieve_yes,1212
LER,many_sixltr,1022
LER,type_video,308
LER,has_qmark,803
HER,cause_yes,1072
LER,is_authentic_no,1005
LER,is_analytic_no,985
HER,reward_yes,945
LER,low_wps,792
HER,tentat_yes,860
HER,is_tone_yes,961
HER,certain_yes,526
HER,feel_yes,429
HER,differ_yes,701
LER,hear_yes,304
LER,discrep_yes,352
HER,is_clout_no,415
LER,negemo_yes,495
LER,is_tone_no,329
HER,risk_yes,183
LER,assent_yes,136
HER,sad_yes,132
HER,nonflu_yes,67
HER,anger_yes,83
LER,anx_yes,54
LER,type_event,12
LER,filler_yes,11
LER,type_music,5
LER,swear_yes,14
