(-4.037513123781884, 'nasa')
(-4.6267283006941486, 'new')
(-4.6754126654821855, 'astrobiology')
(-4.8084995357632874, 'space')
(-5.2324703665140744, 'post')
(-5.320419873083079, 'science')
(-5.409839573281932, 'blog')
(-5.6016237633082984, 'today')
(-5.679205321320528, 'mars')
(-5.690747508471933, 'news')
(-5.8246173832302617, 'spacetweeps')
(-5.8453439109161422, 'blog post')
(-5.8579553119653198, 'day')
(-5.8761046099713141, 'astronomy')
(-5.8874576280314717, 'check')
(-5.9029547371151558, 'launch')
(-5.9652969643239135, 'video')
(-6.0124651691749724, 'stws')
(-6.0213350307247513, 'stws blog')
(-6.0213350307247513, 'new stws')
(-6.0546247009185343, 'photo')
(-6.0582707294993732, 'life')
(-6.0663637263854904, 'planet')
(-6.1198357815588071, 'mission')
(-6.1406361781030956, 'chabot')
(-6.2418793175245852, 'asteroid')
(-6.2483681786882084, 'like')
(-6.3222391581335469, 'moon')
(-6.356240037846943, 'images')
(-6.3627787687130404, 'hubble')
(-6.4017160986961805, 'solar')
(-6.4351346072640521, 'great')
(-6.480491699481945, 'look')
(-6.4847053544158175, 'year')
(-6.4924063269559316, 'sun')
(-6.4995410361446577, 'star')
(-6.5157789563451551, 'times')
(-6.5208097415514557, 'pluto')
(-6.52176523526078, 'iss')
(-6.5249778465088024, 'live')
(-6.5731905361878304, 'thanks')
(-6.584201737209936, 'observatory')
(-6.5873769882731246, 'photos')
(-6.5889262973672729, 'years')
(-6.609239339856634, 'world')
(-6.6164052968025473, 'center')
(-6.6216137192288151, 'opennasa')
(-6.635609807770587, 'saturn')
(-6.636227699679953, 'watch')
(-6.6390292844239269, 'daily')
(-6.6499173823757758, 'opennasa post')
(-6.6499173823757758, 'new opennasa')
(-6.6616276210808341, 'week')
(-6.6704399300313977, 'planets')
(-6.699221246349893, 'team')
(-6.730405854649546, 'make')
(-6.7703817370683836, 'scientists')
(-6.7749384228214984, 'come')
(-6.7801418617817628, 'good')
(-6.7955221138354727, 'night')
(-6.795564592465869, 'image')
(-6.8078012524732952, 'summer')
(-6.8104664594783575, 'cool')
(-6.817534599967904, 'astronaut')
(-6.8219233278840683, 'future')
(-6.8288601184928641, 'telescope')
(-6.8312552875721622, 'water')
(-6.8354510521854106, 'shuttle')
(-6.8367116788914277, 'online')
(-6.8395660825254758, 'international')
(-6.8506270453798193, 'work')
(-6.8523557763766965, '10')
(-6.8618167575337532, 'stars')
(-6.8656806276577136, 'big')
(-6.8726870735750119, 'way')
(-6.8760213239563832, 'spacecraft')
(-6.8903058251830629, 'spon')
(-6.9076158948722401, 'sky')
(-6.9145748520474273, 'sat')
(-6.9218865673732228, 'tonight')
(-6.9305560816191765, 'caves2014')
(-6.9317072257423611, 'free')
(-6.9495180920794297, 'sts')
(-6.9631465878792884, 'magazine')
(-6.9700427330030639, 'right')
(-6.9775157021607388, 'open')
(-6.9905389157710145, 'know')
(-7.0021981523479457, 'galaxy')
(-7.0029944460968956, 'jupiter')
(-7.0119201632466153, 'posted')
(-7.0150512892729235, 'friday')
(-7.0273261458175451, 'extrasolar')
(-7.0303208405157225, 'rover')
(-7.0374891627368026, 'shows')
(-7.0388345466500013, 'data')
(-7.0421942240610189, '11')
(-7.0432262115139013, '2015')
(-7.0464480339203792, 'happy')
(-7.0522368927573238, 'climate')
(-7.0685296980665342, 'titan')
(-7.0810916746098815, 'astronauts')
(-7.0899341975782981, 'comet')
(-7.0921898309992901, 'station')
(-7.1030867371949302, 'join')
(-7.1075760819918372, 'love')
(-7.1076627112117308, 'constantcontact')
(-7.1092854864269732, 'days')
(-7.1257535988494194, 'orbit')
(-7.1294979916482291, 'washington')
(-7.1298518518875129, 'rt')
(-7.1367770184394264, 'event')
(-7.1400568718380732, 'help')
(-7.1426665226769401, 'looking')
(-7.1462229716817802, 'light')
(-7.1517600061683426, 'research')
(-7.1576321566672547, 'ice')
(-7.1596614559262433, 'students')
(-7.1632131296072021, 'spaceflight')
(-7.1761213963233725, 'tech')
(-7.1847272227775072, 'spirit')
(-7.185224338759669, 'cassini')
(-7.1862660040065567, 'test')
(-7.1905066681536809, 'best')
(-7.1984295743260347, 'alien')
(-7.2061599024382579, 'talk')
(-7.210410844145386, 'study')
(-7.2194295188801245, 'caves')
(-7.2206537368129711, 'cave')
(-7.2257332106335257, 'space station')
(-7.2431542086319283, 'seen')
(-7.2438715915237237, 'away')
(-7.247763306487041, 'tweetup')
(-7.2491089656696275, 'weekend')
(-7.2500540841897552, 'di')
(-7.2504578911710205, 'house')
(-7.2568229874425896, 'program')
(-7.2687239760426596, 'need')
(-7.2791207655988091, 'nasatech')
(-7.2911718271359831, 'universe')
(-7.296089720938399, 'set')
(-7.3017662510190071, 'size')
(-7.3054443744112323, 'tomorrow')
(-7.3095493395591795, 'change')
(-7.3149470782982409, '20')
(-7.319033129525776, 'crew')
(-7.3209224860501934, 'conference')
(-7.3250586781262239, '12')
(-7.3350448049844079, 'business')
(-7.3352335667311381, 'use')
(-7.3396487775094927, 'kepler')
(-7.3443749647500889, 'exploration')
(-7.3471565349872314, 'landing')
(-7.3477100260543118, 'giant')
(-7.3509761682794217, 'home')
(-7.3535397109424592, 'nasa astrobiology')
(-7.3551656659137103, 'discovered')
(-7.3690333204812601, 'questions')
(-7.3737305067154786, 'deep')
(-7.3753282273314147, 'close')
(-7.3932513913364089, 'astronomers')
(-7.3995082397672149, 'visit')
(-7.4037376707902727, 'flickr')
(-7.4069344636429619, 'planetary')
(-7.4074073954230437, 'read')
(-7.4129929558879777, 'astronomer')
(-7.4133591722335472, 'view')
(-7.4192553434349318, 'discovery')
(-7.4193913199526911, 'think')
(-7.4208040775791346, 'flight')
(-7.4226411728166406, 'press')
(-7.4229642939422158, 'learn')
(-7.4232860930957507, 'reveals')
(-7.4259996896751872, 'people')
(-7.4294285512615641, 'technology')
(-7.4304678204675429, 'saturday')
(-7.4395938653790852, 'enjoy')
(-7.4421251406043787, 'spacex')
(-7.4506287601188328, 'yes')
(-7.4508307149889053, 'astrofunfact')
(-7.4552008277407724, 'project')
(-7.4553175959580162, 'school')
(-7.4563914432908405, 'latest')
(-7.4623026472262737, 'dark')
(-7.4663702148648987, '25')
(-7.4749678754223803, 'famelab')
(-7.4796811572212718, 'flyby')
(-7.4810002515179779, 'says')
(-7.4814793040545098, 'national')
(-7.4823860325911857, 'fun')
(-7.4844111660798003, 'rocket')
(-7.4845599486675694, 'field')
(-7.4858018245863018, 'ready')
(-7.4864187424077633, 'air')
(-7.4868426840424558, 'nice')
(-7.4886997250987992, 'update')
(-7.495790216142229, 'weather')
(-7.499221738490915, 'pic')
(-7.4992402176690245, 'exoplanet')
(-7.5005416618970475, 'small')
(-7.5008888415556534, 'expedition')
(-7.5015209205791198, 'oakland')
(-7.5042111551489761, 'surface')
(-7.504378988723543, 'ska')
(-7.5066291244856798, 'dust')
(-7.5085662077851385, 'little')
(-7.5117950644726719, 'fri')
(-7.5206790150120471, 'miss')
(-7.5219247346669569, 'space shuttle')
(-7.522763101922215, 'journal')
(-7.5303110987021871, 'challenge')
(-7.5346440801991594, 'soyuz')
(-7.5414207420084001, 'check nasa')
(-7.5460568069734872, 'endeavour')
(-7.5462523234742394, 'usa')
(-7.5506295681820408, 'science center')
(-7.5513133648740087, 'tv')
(-7.5552203155006872, 'contest')
(-7.5555051592371303, 'story')
(-7.5578263829811529, 'pics')
(-7.5583645651383273, 'state')
(-7.5602497950914422, 'article')
(-7.5628226908592762, '2009')
(-7.5633622509339995, 'twitter')
(-7.5658294440973108, 'link')
(-7.5658724712118168, 'apollo')
(-7.5714145730560833, 'energy')
(-7.5775099228181739, 'martian')
(-7.5785923024522059, '15')
(-7.580457922240166, 'green')
(-7.59326916444825, 'enceladus')
(-7.5989058041354198, 'break')
(-7.5998695601154012, 'june')
(-7.6021530546979186, 'search')
(-7.6044887853884839, 'rock')
(-7.6097759794321149, 'public')
(-7.6110182193415925, 'power')
(-7.6120783289682237, 'mass')
(-7.6130743468044706, 'satellite')
(-7.613500989471607, 'area')
(-7.6201513051474024, 'want')
(-7.6204280848240087, 'cnn')
(-7.6223831858325148, 'jpl')
(-7.623498019886382, 'early')
(-7.6247023883728406, 'million')
(-7.6318937067304233, 'york')
(-7.636558602891891, 'taking')
(-7.6382121728041081, 'insider')
(-7.6392723061791372, 'meeting')
(-7.6416550606874445, 'pix')
(-7.6434870855024641, 'past')
(-7.6442286358503342, 'media')
(-7.6487060583570052, 'got')
(-7.6522245440339471, 'takes')
(-7.6537372485120931, 'la')
(-7.6569286386902977, 'report')
(-7.6613218453748297, 'astronomy online')
(-7.6624707165422841, 'hours')
(-7.6649266652236303, 'let')
(-7.6656246566492507, 'hd')
(-7.6713584871919949, 'mercury')
(-7.6750355000001527, 'thank')
(-7.6754311727892226, 'morning')
(-7.6783854328397787, 'amazing')
(-7.6831469977965527, 'space science')
(-7.685833271504638, 'available')
(-7.6894503219379553, '21')
(-7.6906083667466332, 'engadget')
(-7.6945422555945591, 'course')
(-7.6954019931028501, 'probe')
(-7.699291740849338, 'oppy')
(-7.6997565736733034, 'ancient')
(-7.7023103906142314, 'talking')
