00
00 15
00 pm
000
000 000
000 credit
000 degrees
000 feet
000 kilometers
000 light
000 miles
000 mph
000 orbit
000 people
000 stars
000 times
000 years
00bst
01
02
03
04
05
05 est
06
07
07 10
09
10
10 000
10 14
10 30
10 50
10 days
10 minutes
10 pdt
10 seconds
10 things
10 year
10 years
100
100 000
100 days
100 light
100 million
100 years
1000
101
103
10am
10b
10pm
10th
11
11 00
11 000
11 12
11 30
11 astronauts
11 est
110
115
11th
12
12 30
12 minutes
12 months
12 november
12 pm
12 years
120
121
122
125
12th
13
13 14
13 2012
13 billion
13 times
130
133
1330
134
135
13th
14
14 00
14 15
14 info
1429
1429 generated
14th
15
15 00
15 minutes
15 years
150
152
15th
15th annual
16
16 2014
160
17
17 18
17 500
17 500mph
17 jul
170
171
171 angstrom
171 angstroms
171a
18
18 2014
18 years
18th
19
19 2014
19 2015
1900
1922
193
193 angstroms
1930
1959
1960s
1962
1963
1964
1965
1966
1967
1968
1969
1970
1971
1972
1975
1976
1977
1977 space
1978
1979
1981
1982
1983
1984
1985
1987
1989
199
1990
1992
1994
1995
1996
1997
1998
1998 qe2
1999
19th
1d
1pm
1st
1yearonmars
20
20 000
20 1969
20 2015
20 november
20 percent
20 years
200
200 feet
2000
2001
2002
2003
2004
2005
2005 esa
2006
2007
2008
2009
2010
2010 11
2011
2011 credit
2011 image
2012
2012 da14
2013
2013 sample
2014
2015
2015 nasa
2016
2017
2018
2020
2022
20th
21
21 2011
21 2015
21 years
211
212
21st
21st century
22
22 2011
22nd
23
23 2011
24
24 2015
24 hours
246
24th
25
25 million
25 years
250
250 miles
25th
25th anniversary
26
26 2011
26 years
27
27 2015
273
28
28 29
29
29th
2nd
2pm
2pm et
30
30 edt
30 est
30 pm
30 years
300
304
304 angstroms
30pm
30th
31
33
330
335
34
35
35 years
36
360
37
37 cape
38
385
39
39a
3d
3d printing
3rd
3rd uk
40
40 000
40 cape
40 years
400
400 light
41
42
43
43 years
44
45
45 years
452b
45th
45th anniversary
46
46 years
47
48
49
49 edt
4pm
4pm et
4th
50
50 000
50 times
50 years
500
500 light
500mph
50th
50th anniversary
51
52
53
54
56
56 edt
57
5th
60
60 000
60 percent
600
600 miles
62
64
65
66
67p
67p churyumov
67p taken
6th
70
700
71
747
75
750
7pm
7th
80
800
82
83
8462852
85
86
88
8am
8pm
8pm et
